inst#,actual,predicted,error
1,1,1,0
2,1,1,0
3,1,1,0
4,1,1,0
5,1,1,0
6,1,1,0
7,1,1,0
8,1,1,0
9,1,1,0
10,1,1,0
11,1,1,0
12,1,1,0
13,1,1,0
14,1,1,0
15,1,1,0
16,1,1,0
17,1,1,0
18,1,1,0
19,1,1,0
20,1,1,0
21,1,1,0
22,1,1,0
23,1,1,0
24,1,1,0
25,1,1,0
26,1,1,0
27,1,1,0
28,1,1,0
29,1,1,0
30,1,1,0
31,1,1,0
32,1,1,0
33,1,1,0
34,1,1,0
35,1,1,0
36,1,1,0
37,1,1,0
38,1,1,0
39,1,1,0
40,1,1,0
41,1,1,0
42,1,1,0
43,1,1,0
44,1,1,0
45,1,1,0
46,1,1,0
47,1,1,0
48,1,1,0
49,1,1,0
50,1,1,0
51,1,1,0
52,1,1,0
53,1,1,0
54,1,1,0
55,1,1,0
56,1,1,0
57,1,1,0
58,1,1,0
59,1,1,0
60,1,1,0
61,13.8,13.8,0
62,13.8,13.8,0
63,13.8,13.8,0
64,14,13.8,-0.2
65,13.8,13.8,0
66,13.8,14,0.2
67,13.8,14,0.2
68,14,14,0
69,13.8,14,0.2
70,13.8,14,0.2
71,13.8,14,0.2
72,13.8,14,0.2
73,13.8,14,0.2
74,13.8,14,0.2
75,13.8,14,0.2
76,13.8,14,0.2
77,13.8,14,0.2
78,14.2,14,-0.2
79,14,14,0
80,14,14,0
81,14,14,0
82,14,14,0
83,14,14,0
84,14,14,0
85,14,14,0
86,14,14,0
87,14,14,0
88,14,14,0
89,14,14,0
90,14,14,0
91,14.2,14,-0.2
92,14.2,14,-0.2
93,14,14,0
94,14,14,0
95,14,14,0
96,14,14,0
97,14,14,0
98,14,14,0
99,14,14,0
100,14,14,0
101,14,14,0
102,14,14,0
103,14,14,0
104,14,14,0
105,14,14,0
106,14,14,0
107,14,14,0
108,14,14,0
109,14,14,0
110,14,14,0
111,14,14,0
112,14,14,0
113,14,13.8,-0.2
114,14,14,0
115,14,14,0
116,14,14,0
117,13.8,14,0.2
118,14,14,0
119,14,14,0
120,14,14,0
121,1,1,0
122,1,1,0
123,1,1,0
124,1,1,0
125,1,1,0
126,1,1,0
127,1,1,0
128,1,1,0
129,1,1,0
130,1,1,0
131,1,1,0
132,1,1,0
133,1,1,0
134,1,1,0
135,1,1,0
136,1,1,0
137,1,1,0
138,1,1,0
139,1,1,0
140,1,1,0
141,1,1,0
142,1,1,0
143,1,1,0
144,1,1,0
145,1,1,0
146,1,1,0
147,1,1,0
148,1,1,0
149,1,1,0
150,1,1,0
151,1,1,0
152,1,1,0
153,1,1,0
154,1,1,0
155,1,1,0
156,1,1,0
157,1,1,0
158,1,1,0
159,1,1,0
160,1,1,0
161,1,1,0
162,1,1,0
163,1,1,0
164,1,1,0
165,1,1,0
166,1,1,0
167,1,1,0
168,1,1,0
169,1,1,0
170,1,1,0
171,1,1,0
172,1,1,0
173,1,1,0
174,1,1,0
175,1,1,0
176,1,1,0
177,1,1,0
178,1,1,0
179,1,1,0
180,1,1,0
181,1,1,0
182,1,1,0
183,1,1,0
184,1,1,0
185,1,1,0
186,1,1,0
187,1,1,0
188,1,1,0
189,1,1,0
190,1,1,0
191,1,1,0
192,1,1,0
193,1,1,0
194,1,1,0
195,1,1,0
196,1,1,0
197,1,1,0
198,1,1,0
199,1,1,0
200,1,1,0
201,1,1,0
202,1,1,0
203,1,1,0
204,1,1,0
205,1,1,0
206,1,1,0
207,1,1,0
208,1,1,0
209,1,1,0
210,1,1.002,0.002
211,1,1,0
212,1,1,0
213,1,1,0
214,1,1,0
215,1,0.96,-0.04
216,1,1,0
217,1,1,0
218,1,1,0
219,1,0.96,-0.04
220,1,1,0
221,1,1,0
222,1,1,0
223,1,1,0
224,1,1,0
225,1,1,0
226,1,1,0
227,1,1.002,0.002
228,1,1,0
229,1,1.017,0.017
230,1,1,0
231,1,1,0
232,1,1.017,0.017
233,1,1,0
234,1,1,0
235,1,1,0
236,1,1,0
237,1,1,0
238,1,1.001,0.001
239,1,1,0
240,1,1,0
241,19.6,20.2,0.6
242,20.2,20.2,0
243,20.2,20.2,0
244,20,20.2,0.2
245,20.2,20.2,0
246,20.2,20.2,0
247,20.2,20.2,0
248,20,20.2,0.2
249,20.2,20.2,0
250,20.2,20.2,0
251,20.2,20.2,0
252,20.2,20.2,0
253,20,20.2,0.2
254,20,20.2,0.2
255,20,20.2,0.2
256,20.2,20.2,0
257,20.2,20.2,0
258,19.8,20.2,0.4
259,19.8,20.2,0.4
260,20.2,20.2,0
261,20.2,20.2,0
262,20,20.2,0.2
263,20,20.2,0.2
264,20.4,20.2,-0.2
265,20,20.2,0.2
266,20.6,20.2,-0.4
267,20.4,20.2,-0.2
268,20.2,20.2,0
269,20.6,20.2,-0.4
270,20.6,20.2,-0.4
271,20.6,20.2,-0.4
272,20.4,20.2,-0.2
273,20.2,20.2,0
274,20.4,20.2,-0.2
275,20.4,20.2,-0.2
276,20.2,20.2,0
277,20.4,20.2,-0.2
278,20.2,20.2,0
279,20.4,20.2,-0.2
280,20.4,20.2,-0.2
281,20.2,20.2,0
282,20.4,20.2,-0.2
283,20.4,20.2,-0.2
284,20.4,20.2,-0.2
285,20.4,20.2,-0.2
286,20.4,20.2,-0.2
287,20.4,20.2,-0.2
288,20.4,20.2,-0.2
289,20.4,20.2,-0.2
290,20,20.2,0.2
291,20.4,20.2,-0.2
292,20.4,20.2,-0.2
293,20.2,20.2,0
294,20.2,20.2,0
295,20.2,20.2,0
296,20.4,20.2,-0.2
297,20.4,20.2,-0.2
298,20.4,20.2,-0.2
299,20.2,20.2,0
300,20.4,20.2,-0.2
301,1,1,0
302,1,1,0
303,1,1,0
304,1,1,0
305,1,1,0
306,1,1,0
307,1,1,0
