pcs0,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,pcs7,pcs8,pcs9,pcs10,pcs11,pcs12,pcs13,pcs14
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
0.18181818181818182,0.5,0.125,0.14285714285714285,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.2,0.06060606060606061,0.2857142857142857,0.18181818181818182,0.06060606060606061
