inst#,actual,predicted,error
1,1,0.589,-0.411
2,1,0.589,-0.411
3,1,0.589,-0.411
4,1,0.589,-0.411
5,1,0.589,-0.411
6,1,0.589,-0.411
7,1,0.589,-0.411
8,1,0.589,-0.411
9,1,0.589,-0.411
10,1,0.589,-0.411
11,1,0.589,-0.411
12,1,0.589,-0.411
13,1,0.589,-0.411
14,1,0.589,-0.411
15,1,0.589,-0.411
16,1,0.589,-0.411
17,1,0.589,-0.411
18,1,0.589,-0.411
19,1,0.589,-0.411
20,1,0.589,-0.411
21,1,0.589,-0.411
22,1,0.589,-0.411
23,1,0.589,-0.411
24,1,0.589,-0.411
25,1,0.589,-0.411
26,1,0.589,-0.411
27,1,0.589,-0.411
28,1,0.589,-0.411
29,1,0.589,-0.411
30,1,0.589,-0.411
31,1,0.589,-0.411
32,1,0.589,-0.411
33,1,0.589,-0.411
34,1,0.589,-0.411
35,1,0.589,-0.411
36,1,0.589,-0.411
37,1,0.589,-0.411
38,1,0.589,-0.411
39,1,0.589,-0.411
40,1,0.589,-0.411
41,1,0.589,-0.411
42,1,0.589,-0.411
43,1,0.589,-0.411
44,1,0.589,-0.411
45,1,0.589,-0.411
46,1,0.589,-0.411
47,1,0.589,-0.411
48,1,0.589,-0.411
49,1,0.589,-0.411
50,1,0.589,-0.411
51,1,0.589,-0.411
52,1,0.589,-0.411
53,1,0.589,-0.411
54,1,0.589,-0.411
55,1,0.589,-0.411
56,1,0.589,-0.411
57,1,0.589,-0.411
58,1,0.589,-0.411
59,1,0.589,-0.411
60,1,0.589,-0.411
61,22,19.836,-2.164
62,20,19.836,-0.164
63,19.6,19.836,0.236
64,19.6,19.836,0.236
65,19.6,19.836,0.236
66,19.8,19.837,0.037
67,19.8,19.837,0.037
68,36.4,19.837,-16.563
69,19.6,19.837,0.237
70,19.6,19.837,0.237
71,19.6,19.837,0.237
72,19.8,19.837,0.037
73,19.6,19.837,0.237
74,19.6,19.837,0.237
75,19.6,19.837,0.237
76,19.6,19.837,0.237
77,19.6,19.837,0.237
78,19.8,19.837,0.037
79,24,20.059,-3.941
80,20,20.059,0.059
81,20.2,20.059,-0.141
82,20,20.059,0.059
83,20.2,20.059,-0.141
84,20,20.059,0.059
85,20,19.837,-0.163
86,20,19.837,-0.163
87,20,19.837,-0.163
88,20,19.837,-0.163
89,20,20.059,0.059
90,20,20.228,0.228
91,20,19.837,-0.163
92,19.6,19.837,0.237
93,19.6,19.837,0.237
94,19.8,20.059,0.259
95,19.8,20.059,0.259
96,19.6,19.837,0.237
97,19.6,19.837,0.237
98,19.6,19.837,0.237
99,19.6,19.837,0.237
100,19.8,19.837,0.037
101,19.6,19.837,0.237
102,19.6,19.837,0.237
103,19.6,19.837,0.237
104,19.6,19.837,0.237
105,19.6,19.837,0.237
106,19.6,19.837,0.237
107,19.6,19.837,0.237
108,19.6,19.837,0.237
109,19.6,19.837,0.237
110,19.6,19.837,0.237
111,19.6,19.837,0.237
112,19.6,20.059,0.459
113,19.6,19.836,0.236
114,19.6,19.837,0.237
115,19.8,20.059,0.259
116,19.8,19.837,0.037
117,20,19.837,-0.163
118,19.6,19.837,0.237
119,35.8,20.059,-15.741
120,19.6,19.837,0.237
121,8963.6,8991.193,27.593
122,9039.8,9011.275,-28.525
123,8967.2,8994.109,26.909
124,9049.8,8991.193,-58.607
125,8947.2,8966.787,19.587
126,8970,8966.787,-3.213
127,9184,9007.485,-176.515
128,9142.2,9007.485,-134.715
129,8995,8994.109,-0.891
130,9207,9007.485,-199.515
131,9036.8,8994.109,-42.691
132,8968.8,9011.275,42.475
133,8997.6,9007.485,9.885
134,9115.8,8991.193,-124.607
135,8921.4,8991.193,69.793
136,9009.2,9007.485,-1.715
137,9047.2,9044.705,-2.495
138,9010.2,8991.193,-19.007
139,8972.4,8991.193,18.793
140,8932.8,8991.193,58.393
141,9026.6,8991.193,-35.407
142,9045.6,9044.705,-0.895
143,9045.6,9044.705,-0.895
144,8976.2,8991.193,14.993
145,8998.8,8991.193,-7.607
146,8981.8,9007.485,25.685
147,8987.2,8991.193,3.993
148,8936.8,8991.193,54.393
149,8991.2,9007.485,16.285
150,8968.4,8994.109,25.709
151,9036,8991.193,-44.807
152,8974.6,8966.787,-7.813
153,8979,9007.485,28.485
154,9145.8,8991.193,-154.607
155,9083.6,9007.485,-76.115
156,8937,8994.109,57.109
157,8973.4,9011.275,37.875
158,9021.4,8991.193,-30.207
159,9034.6,9007.485,-27.115
160,9038.2,8994.109,-44.091
161,8986,9007.485,21.485
162,8971.6,8991.193,19.593
163,8995,9007.485,12.485
164,8990.4,8991.193,0.793
165,8956.2,8966.787,10.587
166,8966,8966.787,0.787
167,9036,9007.485,-28.515
168,9011.8,8991.193,-20.607
169,9036.6,8991.193,-45.407
170,8984,8991.193,7.193
171,8999,8991.193,-7.807
172,9080.4,8991.193,-89.207
173,8941.2,8991.193,49.993
174,8940.6,8991.193,50.593
175,9008.4,9007.485,-0.915
176,9038,9011.275,-26.725
177,8920.2,8991.193,70.993
178,8904,8991.193,87.193
179,9097.6,8994.109,-103.491
180,8981.2,9007.485,26.285
181,84,82.792,-1.208
182,64.2,36.341,-27.859
183,35,36.341,1.341
184,28.8,34.194,5.394
185,39.4,34.194,-5.206
186,24,34.194,10.194
187,36.2,34.194,-2.006
188,12.6,34.194,21.594
189,83.4,80.85,-2.55
190,85.6,76.734,-8.866
191,34.8,36.986,2.186
192,84.2,84.12,-0.08
193,64,40.657,-23.343
194,35,40.657,5.657
195,18.2,84.12,65.92
196,39.4,40.657,1.257
197,60.4,40.657,-19.743
198,2.2,40.657,38.457
199,85.4,80.85,-4.55
200,84.6,36.986,-47.614
201,75.4,76.734,1.334
202,34.6,36.986,2.386
203,83.2,82.792,-0.408
204,63.6,34.194,-29.406
205,34.6,34.194,-0.406
206,52.8,82.792,29.992
207,42.2,82.792,40.592
208,30.8,34.194,3.394
209,84.8,80.85,-3.95
210,64.4,66.39,1.99
211,34.8,36.986,2.186
212,83.6,84.12,0.52
213,64.2,40.657,-23.543
214,35.4,40.657,5.257
215,53,53.037,0.037
216,3,84.12,81.12
217,54.4,40.657,-13.743
218,10.4,40.657,30.257
219,53.4,53.037,-0.363
220,85.4,40.657,-44.743
221,84.6,84.12,-0.48
222,30.2,40.657,10.457
223,45.4,80.015,34.615
224,23.8,84.12,60.32
225,55.8,40.657,-15.143
226,88.4,80.85,-7.55
227,66.8,66.39,-0.41
228,37.4,36.986,-0.414
229,88.2,37.343,-50.857
230,24,80.85,56.85
231,18,36.986,18.986
232,18.4,37.343,18.943
233,82.6,82.792,0.192
234,63.2,36.341,-26.859
235,34.6,36.341,1.741
236,83.6,82.792,-0.808
237,84.6,36.341,-48.259
238,75.2,76.511,1.311
239,35.2,36.341,1.141
240,82.8,84.12,1.32
241,192.8,172.502,-20.298
242,177.6,172.502,-5.098
243,177.2,172.502,-4.698
244,176,172.502,-3.498
245,175.6,172.502,-3.098
246,176,172.502,-3.498
247,175,172.502,-2.498
248,174.8,172.502,-2.298
249,175.4,172.502,-2.898
250,174.8,172.502,-2.298
251,174.8,172.502,-2.298
252,175,172.502,-2.498
253,175.2,172.502,-2.698
254,174.8,172.502,-2.298
255,174.6,172.502,-2.098
256,175,172.502,-2.498
257,177.6,172.502,-5.098
258,172.6,172.502,-0.098
259,172.6,172.502,-0.098
260,176,172.502,-3.498
261,172.2,172.502,0.302
262,172.2,172.502,0.302
263,172.6,172.502,-0.098
