pcs0,pcs1,pcs2,pcs3,pcs4
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.06060606060606061,0.2222222222222222,0.5,0.18181818181818182,0.14285714285714285
0.07142857142857142,0.2857142857142857,0.25,0.25,0.2
0.07142857142857142,0.2857142857142857,0.25,0.25,0.2
0.07142857142857142,0.2857142857142857,0.25,0.25,0.2
0.07142857142857142,0.2857142857142857,0.25,0.25,0.2
0.07142857142857142,0.2857142857142857,0.25,0.25,0.2
0.07142857142857142,0.2857142857142857,0.25,0.2857142857142857,0.2
0.07142857142857142,0.2857142857142857,0.25,0.2857142857142857,0.2
0.07142857142857142,0.2857142857142857,0.25,0.2857142857142857,0.2
0.07142857142857142,0.2857142857142857,0.25,0.2857142857142857,0.2
0.07142857142857142,0.2857142857142857,0.25,0.2857142857142857,0.2
0.07142857142857142,0.2857142857142857,0.25,0.25,0.2
0.07142857142857142,0.2857142857142857,0.25,0.25,0.2
0.07142857142857142,0.2857142857142857,0.25,0.25,0.2
0.07142857142857142,0.2857142857142857,0.25,0.25,0.2
0.07142857142857142,0.2857142857142857,0.25,0.25,0.2
0.07142857142857142,0.2857142857142857,0.25,0.25,0.2
0.07142857142857142,0.2857142857142857,0.25,0.2857142857142857,0.2
0.07142857142857142,0.2857142857142857,0.25,0.2857142857142857,0.2
0.07142857142857142,0.2857142857142857,0.25,0.2857142857142857,0.2
0.07142857142857142,0.2857142857142857,0.25,0.2857142857142857,0.2
0.0625,0.125,0.125,0.125,0.14285714285714285
0.0625,0.13333333333333333,0.125,0.11764705882352941,0.14285714285714285
0.0625,0.13333333333333333,0.13333333333333333,0.125,0.14285714285714285
0.0625,0.125,0.125,0.13333333333333333,0.14285714285714285
0.0625,0.125,0.125,0.125,0.14285714285714285
0.0625,0.13333333333333333,0.125,0.11764705882352941,0.14285714285714285
0.0625,0.125,0.13333333333333333,0.13333333333333333,0.14285714285714285
